Stop ID,Stop Name,lat,lon
20781,31ST ST BRIDGE RAMP + RIALTO ST,40.464909999999,-79.979896
12659,4TH AVE + 7TH,40.562589999999,-79.765741
12658,4TH AVE + CENTRAL CITY PLAZA,40.564137999999,-79.766112
12638,7TH AVE + CENTER,40.600350999999,-79.760730999998
12640,7TH AVE + GRANTHAM,40.598317999999,-79.764464000001
12639,7TH AVE + WESTERN,40.599447,-79.762397000002
12660,7TH ST + NEW KEN HOSPITAL,40.562311999999,-79.766678000001
12626,7TH ST + PENN AVE FS,40.442939999999,-80.000191000002
3369,BUTLER ST + CENTER,40.495331999999,-79.945575000002
3370,BUTLER ST + ISABELLA,40.494532,-79.946453999999
3371,BUTLER ST + WASHINGTON ST,40.493606000001,-79.947985
175,CEDAR AVE + PRESSLEY ST,40.451587,-80.001206000001
12830,E 4TH AVE +  HICKORY AL,40.601977000001,-79.752891999999
16595,E 4TH AVE + BOYD,40.600704,-79.756126000002
18358,E 4TH AVE + WOOD ST,40.601206000001,-79.754922
12634,E 6TH AVE + LOCK,40.602516,-79.754407999999
12635,E 7TH AVE + WOOD,40.602565999999,-79.755702
18354,E OHIO ST + CHESTNUT FS,40.454573999999,-79.995278999999
20287,EAST BUSWAY + PENN STATION A,40.443895999999,-79.992073999999
20674,EAST OHIO ST + GRANT,40.478296000001,-79.968919999999
1998,EAST OHIO ST + JAMES,40.453559,-80.000497
1997,EAST OHIO ST + MIDDLE,40.453857000001,-79.998947000001
17356,FREEPORT + #1050,40.487399999999,-79.884395000001
3191,FREEPORT + CENTER (BLAWNOX),40.492051,-79.864863000001
9329,FREEPORT RD +  MAIN ENTRANCE (WATERWORKS),40.487113000001,-79.886432999999
3197,FREEPORT RD + #1150,40.488157999999,-79.879418999999
12656,FREEPORT RD + #153,40.567774,-79.776218
3180,FREEPORT RD + #2238,40.526392999999,-79.851013999998
21680,FREEPORT RD + #2366,40.530594999999,-79.849301
12652,FREEPORT RD + 1ST,40.573322,-79.777489
12651,FREEPORT RD + 2ND,40.574877999999,-79.777883
12650,FREEPORT RD + 3RD,40.577019999999,-79.778415999999
3192,FREEPORT RD + ALPHA (RIDC PARK),40.491591000001,-79.865783000001
12689,FREEPORT RD + ALPHA DR E,40.538742000001,-79.830223000002
19426,FREEPORT RD + ALPHA DR W,40.537944999999,-79.834557000001
19822,FREEPORT RD + BAILEYS RUN RD,40.587543999999,-79.776305999998
12644,FREEPORT RD + BARTSCH,40.585803999999,-79.777023000001
3190,FREEPORT RD + BLAW,40.492969,-79.862948000002
3185,FREEPORT RD + BOYD,40.498218999999,-79.854584999998
3206,FREEPORT RD + BRILLIANT AVE,40.488856000001,-79.900961000001
12711,FREEPORT RD + BUTLER,40.496504000001,-79.943841999999
3188,FREEPORT RD + CABLE,40.494727999999,-79.859359999998
3208,FREEPORT RD + CENTER AVE (ASPINWALL),40.489935,-79.904907000001
3183,FREEPORT RD + CLIFTON,40.499570000001,-79.852991
3173,FREEPORT RD + COMFORT INN,40.538296,-79.832709999999
12646,FREEPORT RD + CRAWFORD RUN,40.582478000001,-79.778435000002
3204,FREEPORT RD + DELAFIELD AVE FS,40.488036,-79.897999000002
17355,FREEPORT RD + DOLLAR BANK(WATERWORKS),40.487272999999,-79.885363000001
3195,FREEPORT RD + E OAK HILL RD,40.489328999999,-79.875035999999
3207,FREEPORT RD + EASTERN AVE,40.489449999999,-79.903171000001
3198,FREEPORT RD + FOX CHAPEL RD NS (PLAZA DRVWY),40.487870000001,-79.880675
12662,FREEPORT RD + GLASSMERE GAS STATION,40.560579000001,-79.772955999998
3178,FREEPORT RD + GUYS RUN RD,40.534011999999,-79.844813
3179,FREEPORT RD + HULTON BRIDGE NS,40.528983000001,-79.850180999999
3187,FREEPORT RD + HUMBOLDT,40.496346,-79.857063000002
12685,FREEPORT RD + JEFFERSON,40.540527,-79.813489000001
3186,FREEPORT RD + LEWIS FS,40.497280000001,-79.855794000001
3189,FREEPORT RD + MCKINLEY,40.494001999999,-79.860896
12687,FREEPORT RD + MULLIGANS,40.540985000001,-79.818588000001
12647,FREEPORT RD + MURRAY HILL,40.581448000001,-79.778872000002
3210,FREEPORT RD + ORIGINAL MATRESS FACTORY,40.492022999999,-79.909083999999
12684,FREEPORT RD + ORR,40.540497,-79.811727999999
12686,FREEPORT RD + PEARL,40.540772999999,-79.816047
21362,FREEPORT RD + POWERS RUN FS,40.506548999999,-79.851640999998
12663,FREEPORT RD + RIDDLE RUN,40.545898999998,-79.770571999999
12645,FREEPORT RD + ROWES CROSSING,40.58365,-79.777950000001
3196,FREEPORT RD + S OAK HILL RD,40.488955,-79.876905999999
3175,FREEPORT RD + TARGET (HARMAR),40.537572,-79.836640000001
3177,FREEPORT RD + VALLEY MOTEL,40.535427999999,-79.842594000002
3205,FREEPORT RD + VIRGINIA AVE FS,40.488464,-79.899563999998
3209,FREEPORT RD + WESTERN AVE,40.490700999999,-79.90745
12683,FREEPORT RD + WILSON,40.540665999998,-79.809401000001
12642,FREEPORT RD + WORKS ENT #3,40.593010999999,-79.770861
12710,FREEPORT ST + GARDEN,40.496703,-79.942578000001
12661,INDUSTRIAL BLVD + KEY LINCOLN-MERCURY,40.563447,-79.767919999999
15283,LIBERTY AVE + 9TH ST,40.442834999999,-79.998104999998
1403,LIBERTY AVE + SMITHFIELD ST,40.443185999999,-79.996791999998
15285,LIBERTY AVE + WILLIAM PENN PL,40.443543999999,-79.99539
12702,MAIN ST + #1102,40.494275000001,-79.930865999999
12697,MAIN ST + #1704,40.494731000001,-79.923000999998
12695,MAIN ST + #1834,40.494459,-79.92031
12701,MAIN ST + 13TH ST,40.494357999999,-79.929604000001
12700,MAIN ST + 14TH ST,40.494494,-79.927421999999
12699,MAIN ST + 15TH ST,40.494603999999,-79.926229999999
12698,MAIN ST + 16TH ST,40.494704999999,-79.925229000001
12696,MAIN ST + 18TH ST,40.494598,-79.921517
12694,MAIN ST + 19TH ST,40.494085000001,-79.917975999999
12693,MAIN ST + 21ST ST,40.493679,-79.915704
16887,MAIN ST + 23RD,40.49342,-79.914229000002
12706,MAIN ST + 6TH ST,40.494693,-79.935699
12705,MAIN ST + 8TH ST,40.494661999998,-79.934381000001
12704,MAIN ST + 9TH ST,40.494639,-79.933472
12703,MAIN ST + CANAL ST,40.494602,-79.932178999998
12707,MAIN ST + GARNIER ST,40.495318,-79.937477
12708,MAIN ST + POWERS ST,40.495637999999,-79.938347
12678,PITTSBURGH ST + ALLEGHENY,40.541275999999,-79.797705000001
12664,PITTSBURGH ST + BUTLER FS,40.542507000001,-79.773393000001
18349,PITTSBURGH ST + CHESWICK AVE,40.540833,-79.807469000002
12671,PITTSBURGH ST + COLFAX,40.541092999999,-79.783997
12675,PITTSBURGH ST + DUQUESNE CT,40.541008999999,-79.793371999998
18348,PITTSBURGH ST + ELIZABETH,40.541070999999,-79.805045999999
18342,PITTSBURGH ST + HIGHLAND FS,40.541594000001,-79.799551999998
12680,PITTSBURGH ST + HILL,40.541115,-79.802422000002
12668,PITTSBURGH ST + JAMES FS,40.541225000001,-79.780351000001
12666,PITTSBURGH ST + MOYHEND,40.541829,-79.775830000001
18341,PITTSBURGH ST + MURRAY HILL  FS,40.540986000001,-79.795585
12670,PITTSBURGH ST + MURTLAND,40.54113,-79.782292999999
12665,PITTSBURGH ST + ORCHARD,40.542023000001,-79.774695999999
12673,PITTSBURGH ST + PORTER,40.541262,-79.788469999999
18339,PITTSBURGH ST + ROSA FS,40.541274000001,-79.786875
18337,PITTSBURGH ST + SCHOOL FS,40.541437999999,-79.778077999998
12712,SANDUSKY ST + GENERAL ROBINSON ST,40.448729999999,-80.002381999999
854,SANDUSKY ST + UNDERPASS,40.45004,-80.002795999999
20817,TARENTUM PARK-N-RIDE (TERMINUS),40.600684,-79.757112
3203,WATERWORKS MALL + GIANT EAGLE,40.487701,-79.893956
3202,WATERWORKS MALL + MARSHALLS,40.488813999999,-79.891878999999
17655,WATERWORKS MALL + WALMART ,40.488087999999,-79.889647000002
20782,31ST ST BRIDGE RAMP + 31ST ST BRIDGE,40.464614999999,-79.979735000001
213,7TH ST + FT DUQUESNE BLVD,40.444445000001,-80.000735
179,9TH ST + PENN AVE,40.443887999999,-79.998480999998
203,BROWNS LN + MCKNIGHT RD,40.545836999999,-80.01701
202,BROWNS LN + ROSS PARK DR,40.545364000001,-80.019309999999
2423,BUTLER ST + BRIDGE,40.49767,-79.943859000001
2421,BUTLER ST + CENTER ST,40.495299,-79.945457
2422,BUTLER ST + FREEPORT ST,40.496406000001,-79.94415
2420,BUTLER ST + ISABELLA,40.494271999999,-79.946633999999
19533,BUTLER ST + MAPLEWOOD ,40.498845999999,-79.943781
201,CORBETT DR + BROWNS LN,40.545901999999,-80.020157
19910,CORBETT DR + CORBETT TOWERS,40.548021,-80.020099000001
200,CORBETT DR + TOWNE TOWERS NORTH,40.546654000001,-80.020218
16485,CRESCENT + SULLIVAN WAY,40.502041999998,-79.946767000001
508,DUNCAN AVE + ALLEGHENY MEMORIAL PARK,40.566991,-80.004816000001
506,DUNCAN AVE + ROYAL MANOR CT #1,40.566068,-80.001589999998
507,DUNCAN AVE + ROYAL MANOR CT #2,40.566636,-80.003577999999
623,EAST COMMONS + EAST OHIO ST NS,40.452772,-80.003580000001
1796,EAST OHIO + CEDAR,40.453216,-80.001918000001
20674,EAST OHIO ST + GRANT,40.478296000001,-79.968919999999
20673,EAST OHIO ST + HEINZ,40.455233000001,-79.992771
